Compound,Unit,n,median,CI_low,CI_high
KBrO3,mM,4,0.9890180666405133,0.6483652989939568,1.2464830995942253
KBrO3_Erastin,mM,4,0.79864269813754,0.6115914086816701,0.9628796101571825
KBrO3_NAC,mM,4,1.1523263941212827,1.025711185495431,1.2116570711844963
KBrO3_SFN,mM,4,0.833717095830335,0.814299417109707,0.9130554886106081
