compound_name,delta_log2,ci_l2,ci_u2
A2,-0.3024730129823447,-0.5188852391095283,0.013988630686063935
A1,-0.21494699357374694,-0.3812036792234179,0.08191683120187145
A3,-0.1288352041516165,-0.39421206588364727,-6.262762810617287e-4
A4,7.4858776493317984,-0.9355451854876807,8.012796702450526
