compound_name,delta_log2,ci_l2,ci_u2
A2,-0.22723394776410208,-0.4994215631730055,0.00542869404999124
A3,0.01569297890402044,-0.017715324097298868,0.053044647182306205
A1,0.08105932010663934,0.0063474385653332676,0.2239843107283633
A4,0.5388402131331327,-8.398560139041034,8.98130264965422
