experiment,plate_label,plate_key,sample_name,compound_name,unit,model,model_type,ic50,ic50_l,ic50_u,ic50_flag,logIC50,logIC50_l,logIC50_u
Resazurin_Exp36,A1,A1,ASC397,A1,µM,,drc,2.726434900340744,2.3627905174843926,3.0099323822123343,ok,0.43559513240599823,0.3734252192483524,0.47855673932742754
Resazurin_Exp36,A1,A1,ASC397cse,A1,µM,,spline,2.3490358230318624,2.2592217371584113,2.647505276357213,ok,0.3708896398625074,0.3539588579670244,0.4228368343094711
Resazurin_Exp36,A1,A1,ASC399,A1,µM,,drc,2.0714956376654152,2.0115779373043705,2.092226127463097,ok,0.3162840230604128,0.30353686369599975,0.3206086212096722
Resazurin_Exp36,A1,A1,ASC399cse,A1,µM,,spline,2.191216602510046,2.057727526997424,2.4341945599164667,ok,0.3406853098406397,0.3133878673381348,0.3863552875017815
Resazurin_Exp36,A2,A2,ASC397,A2,µM,,spline,3.4464621303009384,3.3692548613703797,3.543086198503259,ok,0.5373735108320361,0.5275338636675015,0.5493817182600561
Resazurin_Exp36,A2,A2,ASC397cse,A2,µM,,spline,2.7946026146382787,2.471696315950526,3.402082658547317,ok,0.44632006104548955,0.39299511026435074,0.5317448612209592
Resazurin_Exp36,A2,A2,ASC399,A2,µM,,spline,2.818887417449727,2.6390176060934647,3.1574706616857635,ok,0.45007773108383753,0.4214422876068378,0.4993393239060141
Resazurin_Exp36,A2,A2,ASC399cse,A2,µM,,spline,2.408094339137958,2.218700675413681,2.695270084682277,ok,0.38167349677370055,0.3460987155783146,0.43060229101070335
Resazurin_Exp36,A3,A3,ASC397,A3,µM,,spline,3.9902614448479135,3.4431258696405256,4.170970813464635,ok,0.6010013519110452,0.5369528994084575,0.6202371508634282
Resazurin_Exp36,A3,A3,ASC397cse,A3,µM,,spline,3.649371625093931,3.046524175994898,3.766040086409118,ok,0.562218090963916,0.4838046288611178,0.5758849384139506
Resazurin_Exp36,A3,A3,ASC399,A3,µM,,spline,4.0642334677705865,3.8328825335870373,4.226696620347311,ok,0.6089786478123186,0.5835255096282943,0.6260010765875944
Resazurin_Exp36,A3,A3,ASC399cse,A3,µM,,spline,4.1086836626710355,3.8292277504356638,4.305956868400205,ok,0.6137027051837508,0.5831111975871629,0.6340696752994512
Resazurin_Exp36,A4,A4,ASC397,A4,µM,,spline,1.0883637676426834,1.024860982475918,1.170883631919201,ok,0.03677407539477547,0.01066495940331307,0.06851373493006278
Resazurin_Exp36,A4,A4,ASC397cse,A4,µM,,drc,195.09574234689447,0.5724425695989352,283.7529949144998,ok,2.2902477917142208,-0.2422680774725715,2.4529404540530804
Resazurin_Exp36,A4,A4,ASC399,A4,µM,,spline,0.574604642935233,0.5669704433222086,275.4498151838559,ok,-0.24063086913243717,-0.24643958067789828,2.4400424853146823
Resazurin_Exp36,A4,A4,ASC399cse,A4,µM,,spline,0.8347880007596032,0.693471882455924,296.10906390477186,ok,-0.07842380210939152,-0.15897114315853111,2.4714517013561332
