conc,conc_lab,line,estimate,SE,df,lcl,ucl
0mM,0mM,ASC399,1.8863411725918036,0.15746712480412894,Inf,1.6016367724037608,2.2216541732334827
0.2mM,0.2mM,ASC399,2.6322972506367037,0.2173132824959481,Inf,2.2390443645364138,3.09461881392608
1mM,1mM,ASC399,5.672189252530568,0.46697801144993406,Inf,4.826955443075556,6.665429440140718
5mM,5mM,ASC399,7.263223824302572,0.5985871779467536,Inf,6.1798650294606565,8.536500404203908
0mM,0mM,ASC399cse,1.5194644080254576,0.1271064074794453,Inf,1.2896911641137496,1.7901743855419034
0.2mM,0.2mM,ASC399cse,2.1203385908129424,0.17517217966728976,Inf,1.80336251799755,2.4930293797404532
1mM,1mM,ASC399cse,4.56899833923615,0.3763089041062345,Inf,3.887898208576281,5.369416765565793
5mM,5mM,ASC399cse,5.850590682589367,0.4821006254894036,Inf,4.978046728148458,6.876072725804414
