contrast,line,odds.ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value
CX / CC,ASC399,0.5712913598463251,NA,Inf,NA,NA,1,NA,NA
XC / CC,ASC399,1.0356172296543378,NA,Inf,NA,NA,1,NA,NA
XX / CC,ASC399,0.5345964227822149,NA,Inf,NA,NA,1,NA,NA
CX / CC,ASC399cse,0.7264193462476122,NA,Inf,NA,NA,1,NA,NA
XC / CC,ASC399cse,0.9820407004672721,NA,Inf,NA,NA,1,NA,NA
XX / CC,ASC399cse,1.102358983682562,NA,Inf,NA,NA,1,NA,NA
