contrast,line,ratio,SE,df,asymp.LCL,asymp.UCL,null,z.ratio,p.value
conc0.03 / conc0,ASC399,1.3397482395448634,0.17392050227996156,Inf,0.9818716220022646,1.828065202356384,1,2.2530515846891634,0.03638384495981251
conc0.06 / conc0,ASC399,1.1095049156564278,0.1444274505484606,Inf,0.8124366378832044,1.5151965094448947,1,0.7982760593259006,0.4247103078537984
conc0.12 / conc0,ASC399,1.818942745231708,0.23595839829325005,Inf,1.3333593588741433,2.481366098652298,1,4.611797543474311,1.1976051387309987e-5
conc0.03 / conc0,ASC399cse,1.3397482395448634,0.17392050227996156,Inf,0.9818716220022646,1.828065202356384,1,2.2530515846891634,0.03638384495981251
conc0.06 / conc0,ASC399cse,1.1095049156564278,0.1444274505484606,Inf,0.8124366378832044,1.5151965094448947,1,0.7982760593259006,0.4247103078537984
conc0.12 / conc0,ASC399cse,1.818942745231708,0.23595839829325005,Inf,1.3333593588741433,2.481366098652298,1,4.611797543474311,1.1976051387309987e-5
