sample_id,Compound,Unit,pos,fit_ok,p_trend,ED,SE,Lower,Upper
ASC397,NA,NA,A1,FALSE,NA,NA,NA,NA,NA
ASC397cse,NA,NA,A1,FALSE,NA,NA,NA,NA,NA
ASC399,NA,NA,A1,FALSE,NA,NA,NA,NA,NA
ASC399cse,NA,NA,A1,FALSE,NA,NA,NA,NA,NA
