	11096.689	11359.411	11152.833	13651.338	13484.022	13210.688	8675.907	8635.729	9156.46	9979.745	10584.21	10655.838			0.8555	0.8717	0.8696	0.9154	0.9016	0.8837	0.8226	0.8334	0.8341	0.8308	0.8575	0.8548			0.3573	0.3963	0.3965	0.348	0.3345	0.3399	0.4468	0.4503	0.4478	0.4088	0.4126	0.3837
	10838.403	11472.066	11194.004	10398.502	8716.438	8590.374	9487.222	8951.179	9214.159	10250.657	10105.228	10940.117			0.8295	0.8658	0.8698	0.8873	0.8328	0.789	0.8158	0.8135	0.8277	0.8314	0.8333	0.8633			0.3468	0.39	0.3993	0.4531	0.4671	0.43	0.425	0.4325	0.4338	0.4136	0.403	0.3758
	11649.463	10353.444	10972.27	1840.801	1905.868	1710.606	11208.922	10630.161	11414.529	11148.892	12181.217	12094.882			0.9535	0.8659	0.8852	0.7351	0.7661	0.7245	0.897	0.8665	0.8905	0.8748	0.9238	0.9515			0.4124	0.4152	0.4156	0.6085	0.6519	0.5912	0.4265	0.4083	0.4158	0.4125	0.4089	0.4198
	8726.852	8981.298	8227.845	1636.611	1748.879	1502.211	10342.377	10759.563	10788.023	10648.789	10836.597	11019.046			0.8501	0.8376	0.8589	0.7249	0.7313	0.7459	0.8616	0.8797	0.8825	0.9223	0.957	0.9089			0.4271	0.4399	0.4754	0.5859	0.5966	0.59	0.4172	0.4155	0.4147	0.4753	0.4932	0.399
	9794.378	7194.687	7261.092	1607.712	1615.554	1500.637	5618.245	5577.144	5698.188	3853.429	4728.971	4741.079			0.8613	0.8198	0.8182	0.7144	0.7089	0.7115	0.9302	0.942	0.9393	0.888	0.9087	0.964			0.3871	0.4778	0.4701	0.5795	0.5774	0.5677	0.6411	0.6496	0.6374	0.6603	0.6475	0.6595
	6206.265	4941.239	2609.961	1750.481	1709.864	1747.378	3233.246	3293.762	3331.573	3517.265	3544.639	3583.516			0.966	0.9136	0.8183	0.8461	0.8649	0.79	1.2004	1.3332	1.2716	1.3862	1.294	1.338			0.678	0.7003	0.6735	0.7624	0.7992	0.6894	1.0079	1.1772	1.0686	1.2244	1.0606	1.1301
																																								
P698_A_Fluo	1	2	3	4	5	6	7	8	9	10	11	12		P698_A_Abs	1	2	3	4	5	6	7	8	9	10	11	12		P698_A_Abs_Background	1	2	3	4	5	6	7	8	9	10	11	12
	15635.021	14882.904	15136.87	14854.73	15669.431	14780.319	15483.069	14177.653	14382.966	15042.524	14916.455	14531.218			1.0408	0.9655	0.9642	0.9541	0.9938	0.9428	0.9868	0.9479	0.9398	1.0038	0.9872	0.9606			0.3274	0.32	0.3159	0.3128	0.3257	0.3128	0.3194	0.326	0.3128	0.331	0.3295	0.3085
	14239.998	14966.075	15457.401	16189.98	15614.393	15686.018	13190.97	12999.403	13242.253	14763.345	14700.172	14997.368			0.9157	0.9321	0.949	0.9419	0.9139	0.899	0.8597	0.8774	0.8804	0.8709	0.8705	0.9159			0.2926	0.3113	0.3141	0.2809	0.2782	0.2704	0.3407	0.3593	0.3543	0.2975	0.3005	0.3042
	14865.359	15433.378	15069.183	20692.576	20910.604	20174.219	12859.088	13524.813	12452.317	14276.38	15077.212	14544.306			0.9293	0.9453	0.9255	0.9791	0.9699	0.927	0.842	0.8955	0.8549	0.8583	0.8917	0.8906			0.2942	0.3126	0.3055	0.2781	0.2623	0.2461	0.3486	0.3823	0.3558	0.3132	0.3211	0.3154
	14547.913	14962.675	14828.629	20606.818	20826.088	19828.508	13216.766	13235.306	12843.858	14353.575	14347.313	14680.979			0.8564	0.9094	0.8911	0.9477	0.9385	0.9105	0.8485	0.8637	0.8622	0.8749	0.8655	0.8981			0.2748	0.3039	0.3109	0.2577	0.253	0.2528	0.3432	0.3536	0.3561	0.3213	0.3064	0.2948
	14456.773	15279.344	14474.374	14221	13426.578	10438.625	14837.019	15190.733	14915.114	18841.646	19630.363	19098.775			0.9293	0.918	0.9318	0.9309	0.9674	0.8986	0.9437	0.9536	0.902	0.9823	0.9694	0.97			0.3071	0.3061	0.336	0.3421	0.4138	0.4451	0.3304	0.3339	0.3027	0.3111	0.287	0.2749
