experiment,plate_label,plate_key,sample_name,compound_name,unit,dose_idx,dose,y_mean,y_sd,n,y_err
Resazurin_Exp34,A1,A1,ASC397,A1,µM,1,0.015625,0.9242302332888276,0.08792764894894671,3,0.2184243886596228
Resazurin_Exp34,A1,A1,ASC397,A1,µM,2,0.03125,0.9336735812625515,0.06845454158409198,3,0.17005050828962404
Resazurin_Exp34,A1,A1,ASC397,A1,µM,3,0.0625,0.9255916119608784,0.02364322103117097,3,0.05873301699078033
Resazurin_Exp34,A1,A1,ASC397,A1,µM,4,0.125,0.8901315964205239,0.016036154959709756,3,0.0398360172868871
Resazurin_Exp34,A1,A1,ASC397,A1,µM,5,0.25,0.8065693439215995,0.021860793245578904,3,0.054305220910119446
Resazurin_Exp34,A1,A1,ASC397,A1,µM,6,0.5,0.6928003442024939,0.11972774499017064,3,0.29742020647290957
Resazurin_Exp34,A1,A1,ASC397,A1,µM,7,1,9.02426378992461e-4,0.001024475325589042,3,0.0025449377910534373
Resazurin_Exp34,A1,A1,ASC397,A1,µM,8,2,0.07545627438733708,0.005347047086198775,3,0.013282801313331096
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,1,0.015625,0.9537784982170027,0.020651268204484912,3,0.0513005941422315
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,2,0.03125,0.9285511694237898,0.06865920279658952,3,0.17055891492572173
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,3,0.0625,0.9323627322662208,0.046790517146369566,3,0.11623408819559708
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,4,0.125,0.9072323914299308,0.019798032415883432,3,0.04918103894275153
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,5,0.25,0.8938459130459039,0.12653617608223405,3,0.31433328690655776
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,6,0.5,0.6428614481725977,0.01787771943153848,3,0.044410717039976406
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,7,1,0.0013945621981920869,0.0012339856041888161,3,0.003065390175122454
Resazurin_Exp34,A1,A1,ASC397cse,A1,µM,8,2,0.09113417533862245,0.001936742154478847,3,0.004811134223877488
Resazurin_Exp34,A1,A1,ASC399,A1,µM,1,0.015625,0.9837883584788265,0.014258721855992038,3,0.03542062868382848
Resazurin_Exp34,A1,A1,ASC399,A1,µM,2,0.03125,0.9259932899517714,0.01585664713617648,3,0.03939009513289387
Resazurin_Exp34,A1,A1,ASC399,A1,µM,3,0.0625,0.8959139346939055,0.02849160883269684,3,0.07077707996974102
Resazurin_Exp34,A1,A1,ASC399,A1,µM,4,0.125,0.9006433671242011,0.004599280909597693,3,0.011425247154464989
Resazurin_Exp34,A1,A1,ASC399,A1,µM,5,0.25,0.7992920074113031,0.11137480964693872,3,0.27667036478297496
Resazurin_Exp34,A1,A1,ASC399,A1,µM,6,0.5,0.6290716964528181,0.01143555838516857,3,0.028407501839519952
Resazurin_Exp34,A1,A1,ASC399,A1,µM,7,1,0.005965703815996178,0.005336709989815038,3,0.013257122542374258
Resazurin_Exp34,A1,A1,ASC399,A1,µM,8,2,0.09914024069547998,0.0018302151625909514,3,0.004546506506009444
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,1,0.015625,0.7822332463900933,0.04275695333795792,3,0.10621416022637042
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,2,0.03125,0.7697048802069395,0.013004913231086282,3,0.032305995395382266
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,3,0.0625,0.8099654231872386,0.010161261326413774,3,0.025241972459894638
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,4,0.125,0.8680177909446066,0.11431755155794951,3,0.2839805409400651
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,5,0.25,0.8133485833626772,0.019844347213459776,3,0.04929609127802301
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,6,0.5,0.5464260491813057,0.038757026756413314,3,0.09627779176092288
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,7,1,0.004686712216858208,0.007952233772203563,3,0.019754443806185452
Resazurin_Exp34,A1,A1,ASC399cse,A1,µM,8,2,0.1091801800707536,0.01063316001118796,3,0.02641423377886757
Resazurin_Exp34,B1,B1,ASC397,B1,µM,1,5e-4,0.8293396488493505,0.14787250867983745,3,0.3673356753427122
Resazurin_Exp34,B1,B1,ASC397,B1,µM,2,0.001,0.42635944031362305,0.04469990506401808,3,0.11104071988118687
Resazurin_Exp34,B1,B1,ASC397,B1,µM,3,0.004,0.45463336880886707,0.07621020624224527,3,0.18931664734663187
Resazurin_Exp34,B1,B1,ASC397,B1,µM,4,0.012,0.4568466042155035,0.06189868793798419,3,0.1537648650146118
Resazurin_Exp34,B1,B1,ASC397,B1,µM,5,0.037,0.6313224431155868,0.022418830787936193,3,0.05569146301366166
Resazurin_Exp34,B1,B1,ASC397,B1,µM,6,0.111,0.5466060374252298,0.111797972482233,3,0.27772155954034067
Resazurin_Exp34,B1,B1,ASC397,B1,µM,7,0.33299999999999996,0.13492263644705754,0.04903991717817257,3,0.12182190764341132
Resazurin_Exp34,B1,B1,ASC397,B1,µM,8,1,0.0029247837576633078,0.002695336368065649,3,0.006695586717764047
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,1,5e-4,0.8881767801255738,0.09733143528323933,3,0.2417846889258815
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,2,0.001,0.5303964333104764,0.02973552349678961,3,0.07386713529701312
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,3,0.004,0.4237500178329124,0.004966974425554414,3,0.012338648483819152
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,4,0.012,0.4338783091941062,0.00791890665639897,3,0.019671654660991397
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,5,0.037,0.5444940376107806,0.022926366856056982,3,0.056952252500553996
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,6,0.111,0.5450789983093063,0.017701651599350953,3,0.043973340298213245
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,7,0.33299999999999996,0.09116316557961558,0.008682505372094158,3,0.02156853902729393
Resazurin_Exp34,B1,B1,ASC397cse,B1,µM,8,1,0.0022905796953317232,0.0028539275712735823,3,0.007089549106404734
Resazurin_Exp34,B1,B1,ASC399,B1,µM,1,5e-4,0.8724702746810961,0.11349475619376782,3,0.281936603946848
Resazurin_Exp34,B1,B1,ASC399,B1,µM,2,0.001,0.5083822447879018,0.018640730833241755,3,0.04630614243744299
Resazurin_Exp34,B1,B1,ASC399,B1,µM,3,0.004,0.3970102875953412,0.01643207335751238,3,0.04081953310964436
Resazurin_Exp34,B1,B1,ASC399,B1,µM,4,0.012,0.4527435975464735,0.03394834497388091,3,0.08433236400112734
Resazurin_Exp34,B1,B1,ASC399,B1,µM,5,0.037,0.494473826385029,0.016805903106953072,3,0.041748177688004165
Resazurin_Exp34,B1,B1,ASC399,B1,µM,6,0.111,0.41587835655547756,0.04372708486844948,3,0.10862410054662258
Resazurin_Exp34,B1,B1,ASC399,B1,µM,7,0.33299999999999996,0.06052002964692792,0.010759374269812877,3,0.026727767378478342
Resazurin_Exp34,B1,B1,ASC399,B1,µM,8,1,6.929924378719879e-4,0.0010391642763213163,3,0.002581427167513522
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,1,5e-4,0.9592303535231548,0.035769631366516494,3,0.08885669021297112
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,2,0.001,0.5603948769753369,0.04160243779327092,3,0.10334618462301148
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,3,0.004,0.5024367352031954,0.047615329840273495,3,0.11828303651365421
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,4,0.012,0.5666150675765723,0.07068030259428591,3,0.17557960515239032
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,5,0.037,0.6032815599142394,0.03443970353062758,3,0.08555296632193296
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,6,0.111,0.5460671836439028,0.018776773658325762,3,0.046644091549647236
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,7,0.33299999999999996,0.11424771416833714,0.015156649195885287,3,0.03765120385126895
Resazurin_Exp34,B1,B1,ASC399cse,B1,µM,8,1,0.01565921708387494,0.017701668662774377,3,0.04397338268610687
