file_name,flag,olive_moment,tail_dna_percent,tail_length,condition_code,sample,pre_code,acute_code,pre_label,acute_label,condition_factor
9_CC_2.tif,normal,11.07676496980574,48.15984769480754,30,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,11.887981033825831,33.02216953840509,36,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,1.0608336042919888,4.080129247276879,6,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,4.712085514834206,13.85907504363002,19,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,2.2917509922676076,7.161721850836272,15,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,0.9323271900546606,2.7421387942784143,7,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,0.4684166429132872,1.3776960085684915,1,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,0.1725846281270611,0.2975597036673468,1,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,15.200128482259899,38.97468841605102,45,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,18.635374855776412,39.64973373569449,61,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,1.0000852594872496,4.762310759463092,5,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,1.0230005726283642,3.788891009734683,6,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,11.797868517256335,45.376417374062825,29,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_2.tif,normal,30.377988520089847,97.99351135512853,60,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_SC_1.tif,normal,17.431564929896535,44.69632033306803,62,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,50.822328890353866,84.7038814839231,116,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,42.96847039945886,85.9369407989177,89,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,8.003683967570328,19.056390398976973,46,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,34.79280201682621,72.48500420172125,82,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,4.4281664564598895,17.71266582583956,25,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,39.35484353758464,67.85317851307697,92,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,3.077226749086823,10.611126720989041,19,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,25.544395255794136,77.40725835089131,63,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,0.8808077627424822,4.194322679726104,8,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,23.00224538432824,52.27783041892785,68,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,26.414118848535136,66.03529712133786,64,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,0.8131898294926545,3.252759317970618,6,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,9.434847205546301,22.463921917967376,44,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,1.9614849044342904,15.08834541872531,9,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,1.3953710607043355,2.6327755862345947,9,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,10.467096276535916,24.921657801275977,42,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,4.854648382468883,18.67172454795724,33,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,12.011205574375975,27.93303621947901,45,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,9.391138883885478,26.83182538252994,67,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,1.1138794270329766,6.552231923723395,6,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,34.661854464880435,65.39972540543478,84,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_SC_1.tif,normal,9.010048112787187,33.370548565878465,38,SC,ASC399,S,C,SFN pre,Control acute,SFN-CTL
9_CC_1.tif,normal,5.927895421436004,17.963319458896983,22,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,9.89633553747356,23.562703660651326,42,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,13.210227272727273,42.61363636363636,38,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,3.532050230969733,12.17948355506805,16,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,0.0063267039629770604,0.014059342139949034,0,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,21.539061265758793,50.09084015292742,58,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
9_CC_1.tif,normal,1.632451940477545,13.603766170646209,6,CC,ASC399,C,C,Control pre,Control acute,CTL-CTL
