compound_name,delta_log2,ci_l2,ci_u2
A4,0.0856555221865219,-0.34016686302917404,0.32816141159401
A3,0.08916536009126147,-0.12820793924168383,0.28458752816512556
A1,0.09744062337741263,0.01859650024183022,0.33623308928494244
A2,0.2242893043938209,0.06838082270803927,0.3157570702244679
