	1996.752	1911.153	1835.733	1844.583	1847.848	1889.948	1932.281	2008.314	2049.89	2245.493	2223.66	2679.853			0.8445	0.8581	0.8033	0.8342	0.8224	0.7987	0.8266	0.7919	0.8073	0.7969	0.7883	0.7694			0.6523	0.6942	0.6392	0.6829	0.6568	0.6473	0.671	0.6323	0.6355	0.6466	0.6234	0.5929
	2234.911	2289.526	2279.671	2306.865	2334.369	2317.571	2419.698	2466.598	2400.626	2424.791	2594.468	2580.62			0.8254	0.7933	0.8413	0.8326	0.8105	0.8065	0.811	0.8055	0.825	0.7853	0.8055	0.8324			0.5904	0.6268	0.6684	0.6563	0.6238	0.6251	0.621	0.6253	0.6321	0.6153	0.6057	0.5959
																																								
A3_Fluo	1	2	3	4	5	6	7	8	9	10	11	12		A3_Abs	1	2	3	4	5	6	7	8	9	10	11	12		A3_Abs_Background	1	2	3	4	5	6	7	8	9	10	11	12
	11822.459	13077.297	13523.101	12919.2	13499.163	13676.806	15657.364	16001.976	15496.243	14369.107	14392.116	14250.972			1.0548	1.0238	1.0133	0.9832	1.0018	0.9773	1.0401	1.0508	1.0261	1.0164	1.0047	1.0512			0.389	0.3704	0.3664	0.366	0.356	0.3373	0.3399	0.3311	0.3227	0.3474	0.3413	0.3434
	14178.203	14066.14	14089.768	13816.925	14045.486	14370	16088.724	16064.261	16563.227	15925.219	15441.448	15808.682			1.1363	1.0781	1.0934	1.0603	1.0628	1.102	1.1022	1.1073	1.1138	1.1389	1.0534	1.0774			0.4109	0.4401	0.4476	0.4443	0.4329	0.4637	0.4285	0.4347	0.414	0.4448	0.3967	0.359
	13461.313	13702.531	13163.673	14736.805	13917.613	13926.124	16151.447	15937.871	16468.096	16088.533	15630.071	15774.029			1.0834	1.1634	1.0869	1.0889	1.0527	1.0583	1.1351	1.0535	1.087	1.1052	1.1094	1.0872			0.4046	0.4901	0.4799	0.455	0.447	0.454	0.4445	0.4201	0.4302	0.4376	0.446	0.3751
	8563.2	9164.675	10538.103	10959.867	10654.406	11425.781	11396.774	10847.519	11333.469	13239.234	10796.137	10267.864			0.9837	0.9971	0.9977	0.9824	0.9585	0.9974	1.0339	0.9497	0.9832	1.0322	0.9836	0.9462			0.5276	0.5429	0.5188	0.4972	0.4798	0.4963	0.5378	0.4904	0.493	0.4869	0.5129	0.4697
	2317.597	1843.453	2367.548	1960.528	1921.635	1908.238	2018.505	1969.197	2220.271	2138.881	2486.413	2720.749			0.8638	0.8826	0.83	0.8268	0.7964	0.8226	0.8038	0.8048	0.8097	0.8085	0.8449	0.8441			0.6666	0.7235	0.6904	0.7273	0.6781	0.6884	0.6997	0.704	0.7048	0.6799	0.6683	0.6773
	1630.626	1550.988	1507.704	1489.934	1583.46	1508.657	1585.259	1638.912	1668.704	1702.587	1768.809	2388.763			0.8925	0.8546	0.8612	0.8423	0.8443	0.8326	0.8503	0.8482	0.833	0.8352	0.8063	0.8026			0.7488	0.6891	0.7171	0.6961	0.6854	0.6779	0.7045	0.7159	0.6783	0.675	0.663	0.6454
	1891.051	1826.099	1697.749	1710.318	1749.611	1757.311	1797.953	1891.316	1931.206	1998.081	2026.247	2509.054			0.9119	0.8393	0.8192	0.8448	0.8267	0.8209	0.8476	0.82	0.8263	0.7933	0.797	0.8028			0.7465	0.675	0.6503	0.6898	0.6593	0.6618	0.6982	0.6521	0.6704	0.634	0.6526	0.6119
	2055.604	2222.285	2181.237	2168.772	2153.103	2241.26	2331.168	2351.048	2321.015	2378.768	2484.694	2522.32			1.0018	0.9032	0.8611	0.8682	0.8491	0.8414	0.8698	0.8635	0.8878	0.8629	0.8873	0.9243			0.7997	0.7265	0.6916	0.6791	0.6581	0.6451	0.6835	0.6754	0.7272	0.6929	0.7171	0.7013
																																								
A4_Fluo	1	2	3	4	5	6	7	8	9	10	11	12		A4_Abs	1	2	3	4	5	6	7	8	9	10	11	12		A4_Abs_Background	1	2	3	4	5	6	7	8	9	10	11	12
	11961.432	11849.042	12218.859	9813.764	10025.207	10466.818	10019.735	10187.47	10974.76	10617.33	11279	12400.362			1.1346	1.1373	1.096	0.9969	0.9986	0.9855	0.9884	1.0164	1.0696	1.097	1.1377	1.2301			0.4206	0.4706	0.4449	0.4672	0.4627	0.4309	0.4728	0.479	0.4978	0.5299	0.5416	0.5269
	11558.223	10794.844	9838.829	8635.741	8894.166	8797.717	7874.475	8016.307	7705.593	7830.303	8090.226	10305.12			1.0427	1.0599	0.9345	0.9376	0.9472	0.9309	0.9333	0.8983	0.9267	0.9087	0.9158	0.9482			0.4058	0.4981	0.4317	0.4967	0.4866	0.4841	0.5207	0.4795	0.5245	0.5062	0.4991	0.4326
	11715.506	11348.065	10607.893	9541.264	9356.689	9998.444	9112.072	8806.347	8901.461	8664.126	9394.495	9905.541			1.0496	1.0507	0.9038	0.8989	0.8815	0.8923	0.9373	0.8915	0.8916	0.9036	0.8729	0.9367			0.416	0.4712	0.4173	0.4692	0.4632	0.4572	0.5058	0.4613	0.4633	0.463	0.4317	0.4256
	7538.089	9048.575	8133.054	7321.303	7090.023	6489.596	6072.283	6165.378	6303.428	6161.882	6948.167	8201.599			0.936	0.9676	0.9163	0.8966	0.8845	0.8923	0.8943	0.8561	0.8747	0.8262	0.8504	0.8932			0.4819	0.4824	0.5011	0.5056	0.5063	0.536	0.5364	0.5204	0.5171	0.4706	0.4897	0.4553
	1561.78	1468.822	1515.979	1402.529	1492.12	1411.205	1579.497	1574.665	1708.697	1667.002	1812.731	2284.168			0.9577	1.0336	0.9483	0.9922	0.9836	1.038	0.9466	0.9555	0.9891	0.909	0.8857	0.8739			0.7808	0.9253	0.8347	0.8926	0.9028	0.94	0.8284	0.8498	0.8822	0.7574	0.7524	0.713
	1583.529	1581.831	1588.902	1487.868	1510.043	1515.453	1567.976	1668.462	1657.439	1704.298	1809.06	2264.518			0.9878	0.9024	1.0532	0.9638	0.9151	0.978	0.9807	0.9833	0.9466	0.9072	0.9284	0.9113			0.8561	0.7413	0.9539	0.8503	0.76	0.8597	0.8724	0.8926	0.8159	0.7752	0.8143	0.751
	1824.464	1833.225	1735.579	1780.44	1737.931	1792.979	1886.082	1933.702	1966.525	2048.269	2049.979	2396.797			1.025	0.9536	0.9796	0.9694	1.02	1.0042	0.9998	0.9504	0.9968	0.9444	0.8691	0.9388			0.8866	0.8116	0.8448	0.8154	0.9034	0.8959	0.8675	0.8138	0.8611	0.8097	0.7032	0.7653
	2094.401	2245.938	2240.103	2168.832	2168.139	2159.596	2214.564	2367.335	2269.287	2348.132	2516.776	2722.648			0.9566	0.9503	0.947	0.9325	0.8899	0.897	1.0261	0.922	0.9776	0.898	0.8689	0.9493			0.7032	0.7646	0.7718	0.7457	0.6779	0.7007	0.887	0.7374	0.8066	0.7018	0.6634	0.7024
