base,Compound,Unit,sample_id,IC50_sample,SE_sample,samplecse_id,IC50_sampleCSE,SE_sampleCSE,unit,ratio,ratio_lwr,ratio_upr,p_value
asc397,CSE,%,ASC397,2.9424579717928094,0.1251291112761382,ASC397cse,2.4638370029792602,0.10925176586367838,%,0.8373397433704277,0.7423429730764257,0.9444931403095131,0.0038585080915588136
asc397,CSE_Erastin,%,ASC397,1.0907851394964303,0.08656833550916505,ASC397cse,4232.845885916099,10,%,3880.5496450659607,3321.2983761475293,4533.9695030015755,0
asc397,CSE_NAC,%,ASC397,4.876672209255724,0.24839942308265667,ASC397cse,4.585886719191859,0.30278515823018076,%,0.9403721477297642,0.7985772252293336,1.1073440968366437,0.46096709083056825
asc397,CSE_SFN,%,ASC397,3.4112959938173804,0.2006748960218476,ASC397cse,3.0318301779457038,0.20321848084685692,%,0.8887619788609904,0.7462297052497826,1.0585183751221805,0.18606471555072945
asc399,CSE,%,ASC399,2.1290721991462265,0.0927617320815035,ASC399cse,2.2722512150178167,0.14355496011175348,%,1.067249488264891,0.918205922858179,1.240485866891537,0.3963958712703289
asc399,CSE_Erastin,%,ASC399,45548.076511740066,10,ASC399cse,NA,NA,%,NA,NA,NA,NA
asc399,CSE_NAC,%,ASC399,4.057942254438706,0.2373795737584623,ASC399cse,4.34700807314824,0.29351495901167035,%,1.0712345816142024,0.8991653407089671,1.2762319418821777,0.44115080100834714
asc399,CSE_SFN,%,ASC399,3.0076354211783993,0.17613444478990078,ASC399cse,2.531953394154581,0.18279842275276184,%,0.8418418589985069,0.7016164845801679,1.0100927374677227,0.06402932187755954
