conc,line,estimate,SE,df,lcl,ucl
CC,9,0.5022577779648797,0.046394972981967875,Inf,0.4190817747561545,0.6019418899163517
CX,9,0.3397725892044336,0.031396761141130505,Inf,0.2834868205461869,0.40723379010092614
XC,9,0.4824605768078229,0.04550851053861326,Inf,0.40102505873489136,0.58043307544932
XX,9,0.36655686290220996,0.03438232793856536,Inf,0.30500031597769656,0.44053703128142013
CC,9C,0.7099708493648013,0.06585703473966305,Inf,0.5919470981807484,0.851526442982689
CX,9C,0.4802884979219122,0.04449127746535886,Inf,0.40054523527812236,0.5759075902523566
XC,9C,0.6819863435250444,0.06431477451961072,Inf,0.5668955543989419,0.8204427943482351
XX,9C,0.5181496409068582,0.049813849450116104,Inf,0.4291631473380578,0.6255873833463651
