comp_base,comp_var,Unit,n,median_ratio,CI_low,CI_high
KBrO3,Erastin,mM,4,0.8345020142968396,0.6677643402063742,0.9977048838070574
KBrO3,NAC,mM,4,1.1793508355513618,0.9663314729260749,1.5819958086698767
KBrO3,SFN,mM,4,0.8838843716360603,0.6808504975019722,1.2559268954912048
