experiment,plate_label,plate_key,sample_name,compound_name,unit,model,model_type,ic50,ic50_l,ic50_u,ic50_flag,logIC50,logIC50_l,logIC50_u
Resazurin_Exp30,ASC390_A,A1,ASC390,A1,µM,,spline,8.807494841845402,8.756333178310465,9.15320352769422,ok,0.9448523975065604,0.9423222781070432,0.9615731193020662
Resazurin_Exp30,ASC390_A,A2,ASC390,A2,µM,,spline,1.3906598964649722e-4,1.3849133147856806e-4,1.396951585902945e-4,ok,-3.8567790692521258,-3.858577409334857,-3.854818644952061
Resazurin_Exp30,ASC390_A,A3,ASC390,A3,µM,,spline,1.2354481970832605,1.1611447577558485,1.5364311350243933,ok,0.09182453995052246,0.06488636579854633,0.18651309934726573
Resazurin_Exp30,ASC390_A,A4,ASC390,A4,µM,,drc,0.041348460984639866,0.04015342233733563,0.042060914099636276,ok,-1.3835406505205563,-1.396277433227682,-1.3761212931305802
Resazurin_Exp30,ASC390_B,B1,ASC390,B1,µM,,drc,1.8314438720902493e-4,1.586743885837804e-4,2.7935637966861754e-4,ok,-3.737206386535339,-3.799493166467303,-3.5538414061966397
Resazurin_Exp30,ASC390_B,B2,ASC390,B2,µM,,drc,6.548900236240418e-4,5.024200375756666e-4,7.422475834246703e-4,ok,-3.183831625417937,-3.2989330483413037,-3.1294512076854906
Resazurin_Exp30,ASC390_B,B3,ASC390,B3,µM,,drc,1.5397569536309457e-4,1.0353034226481247e-4,1.6948397935680955e-4,ok,-3.812547825934425,-3.984932350236183,-3.7708713476424003
Resazurin_Exp30,ASC390_B,B4,ASC390,B4,µM,,drc,3.4343011387625883e-4,3.217565204029328e-4,3.740951648989096e-4,ok,-3.4641616261323467,-3.4924726433472113,-3.4270179049300844
Resazurin_Exp30,ASC390cse_A,A1,ASC390cse,A1,µM,,spline,8.556606374197898,7.917060220894207,8.890838232566676,ok,0.9323015537906505,0.898563948400945,0.948942708396175
Resazurin_Exp30,ASC390cse_A,A2,ASC390cse,A2,µM,,spline,1.5507821558574203e-4,1.5467232039396118e-4,1.5553236994800694e-4,ok,-3.8094492048644937,-3.810587399136614,-3.8081792103233965
Resazurin_Exp30,ASC390cse_A,A3,ASC390cse,A3,µM,,spline,1.7037735671095269,1.520620731740941,1.970884559749868,ok,0.2314118761764552,0.18202090724721876,0.29466118717550155
Resazurin_Exp30,ASC390cse_A,A4,ASC390cse,A4,µM,,drc,0.04949119110726075,0.0452182737730316,0.052505531393963883,ok,-1.3054720938735112,-1.344686021052061,-1.2797949417876804
Resazurin_Exp30,ASC390cse_B,B1,ASC390cse,B1,µM,,drc,2.21059884444618e-4,1.7534740724559775e-4,2.556977635869516e-4,ok,-3.6554900613336336,-3.7561006513807373,-3.5922730704331625
Resazurin_Exp30,ASC390cse_B,B2,ASC390cse,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,ASC390cse_B,B3,ASC390cse,B3,µM,,drc,2.44823918348608e-4,1.1680451082347322e-4,2.519705599970101e-4,ok,-3.6111461555649336,-3.9325403850668095,-3.598650198812691
Resazurin_Exp30,ASC390cse_B,B4,ASC390cse,B4,µM,,drc,5.051401183451891e-4,4.851696879736232e-4,5.672696816865993e-4,ok,-3.2965881383495708,-3.3141063404456497,-3.246210427131699
Resazurin_Exp30,ASC397_A,A1,ASC397,A1,µM,,spline,6.863512791286453,6.721456140919423,6.951464573028967,ok,0.8365464473981058,0.8274633691044351,0.8420763137953255
Resazurin_Exp30,ASC397_A,A2,ASC397,A2,µM,,spline,1.370204286452806e-4,1.311015251223582e-4,1.3994191254115113e-4,ok,-3.863214678197537,-3.8823922560721447,-3.8540521950201874
Resazurin_Exp30,ASC397_A,A3,ASC397,A3,µM,,spline,1.4421619423754157,1.0666224416853929,3.0528062648642087,ok,0.15901403065464217,0.028010716978209015,0.4846992442691413
Resazurin_Exp30,ASC397_A,A4,ASC397,A4,µM,,drc,0.02718257792380782,0.02631292504478923,0.02878504400494921,ok,-1.5657093583101502,-1.579830871404937,-1.5408331022834691
Resazurin_Exp30,ASC397_B,B1,ASC397,B1,µM,,drc,1.3641168783603693e-4,9.545258550626852e-5,2.0207674123861235e-4,ok,-3.8651484174710777,-4.020212303457871,-3.6944836703195243
Resazurin_Exp30,ASC397_B,B2,ASC397,B2,µM,,spline,8.000000000000001e-6,8.000000000000001e-6,8.000000000000001e-6,left_censored,-5.096910013008056,-5.096910013008056,-5.096910013008056
Resazurin_Exp30,ASC397_B,B3,ASC397,B3,µM,,drc,6.0344768280658734e-5,5.5683172909177856e-5,8.232301232002325e-5,ok,-4.219360376027784,-4.254276025953399,-4.084478746481429
Resazurin_Exp30,ASC397_B,B4,ASC397,B4,µM,,drc,2.4034623063277406e-4,2.0247810115867887e-4,2.6548904805648023e-4,ok,-3.619162684553529,-3.6936219406479776,-3.575953389711477
Resazurin_Exp30,ASC397cse_A,A1,ASC397cse,A1,µM,,spline,8.96635571635635,8.5861310113699,9.5113517094923,ok,0.9526159643520172,0.9337975108707584,0.9782422412547597
Resazurin_Exp30,ASC397cse_A,A2,ASC397cse,A2,µM,,spline,1.4203592902392646e-4,1.4182052214947187e-4,1.4229456078861043e-4,ok,-3.8476017837639827,-3.848260919989426,-3.846811700510514
Resazurin_Exp30,ASC397cse_A,A3,ASC397cse,A3,µM,,spline,1.9438261250809101,1.819554307545529,2.1452276754927126,ok,0.28865741475943774,0.25996502233795754,0.33147339114215785
