compound_name,delta_log2,ci_l2,ci_u2
B2,-6.355108843457431,-6.535756370030661,-5.972731424865167
A1,-0.04169300035442148,-0.16097710823884476,-0.016603343230470552
A2,0.15722640623648387,0.15109893441052114,0.16268915761829228
A4,0.2593381316531248,0.12802714853414254,0.347331811804512
B1,0.27145575649849685,-0.5111838276528424,0.5868836657410085
A3,0.4636990938994144,0.1349300658783335,0.610802775398453
B4,0.5566670770238675,0.40344017058953974,0.7506989487444039
B3,0.6690418671576579,-0.44031232175239077,1.1011284250063305
