compound_name,delta_log2,ci_l2,ci_u2
B3,-0.7998164559064408,-1.601266902603635,-0.5793439189941478
B4,-0.12336669631600108,-0.745729266241513,0.13635730386962283
A1,-0.10947254910032139,-0.1566992386070387,-0.0819937355701147
A2,-0.010889505218356604,-0.019707475430279637,-4.225920990900157e-4
A3,-0.006312305662657145,-0.1355900959584675,0.08785537087882808
B2,0,0,0
A4,0.4683745637527951,0.3926686632494118,0.5864147191986566
B1,1.0376425170538024,-1.0094715327513721,1.6530968269016066
